entity,value,count
APPLICATION,grommet-top post,2
APPLICATION,lower rack clip for dishwasher,2
APPLICATION,nylbond,2
APPLICATION,baby chair for consumer goods,2
APPLICATION,conveyor belts,2
APPLICATION,brake pads,2
APPLICATION,brushless fuel delivery module (fdm) for gasoline engine,2
APPLICATION,footware,2
APPLICATION,dental,2
APPLICATION,auto exterior roof extender,2
APPLICATION,gas cap,2
APPLICATION,junction box,2
APPLICATION,automotive seat head box,2
APPLICATION,cover for cooling fan,2
APPLICATION,housing for light control,2
APPLICATION,fuel tank,2
APPLICATION,ski bindings,2
APPLICATION,drop gate for tailgate latch,2
APPLICATION,automotive camera bases,2
APPLICATION,lithium ion battery separator (libs) for prismatic battery,2
APPLICATION,head lamp housing,2
APPLICATION,toilet seat covers,2
APPLICATION,connector,2
APPLICATION,high voltage connectors,2
APPLICATION,fenders,2
APPLICATION,automotive boots without squeaking noise,2
APPLICATION,air intake manifolds,2
APPLICATION,insulated cover of electric vehicle (ev) charger,2
APPLICATION,mobile phone frame,2
APPLICATION,auto lighting,2
APPLICATION,tv led panel,2
APPLICATION,door frame - hinges - door lock - handle - knobs,2
APPLICATION,charger plug,2
APPLICATION,fuel flange,2
APPLICATION,profile for bus,2
APPLICATION,headlight,2
APPLICATION,flange for fuel module,2
APPLICATION,rocker cover,2
APPLICATION,oil gas,2
APPLICATION,channel for glass run,2
APPLICATION,antenna for 5g,2
APPLICATION,louver for truck,2
APPLICATION,housing for gasoline particulate filter (gpf) pressure sensor,2
APPLICATION,hinge for conveyor belt,2
APPLICATION,back cover for automotive & transportation,2
APPLICATION,beer machine,2
APPLICATION,structural applications,1
APPLICATION,bumper for auto,1
APPLICATION,support for conveyor belt,1
APPLICATION,oil pan for hybrid transmission,1
APPLICATION,dental part,1
APPLICATION,structural brackets & beams,1
APPLICATION,consumer electronics,1
APPLICATION,auto-injector,1
APPLICATION,automotive headlight-ball,1
APPLICATION,autoinjector,1
APPLICATION,active grille,1
APPLICATION,peristaltic pump,1
APPLICATION,dynamic weather seal,1
APPLICATION,sunglasses bin,1
APPLICATION,dishwasher-roller,1
APPLICATION,toilet flushing units,1
APPLICATION,tube for disinfection cabinet,1
APPLICATION,medical pharma,1
APPLICATION,soda caps liner,1
APPLICATION,plate for backlight,1
APPLICATION,beer machine component,1
APPLICATION,poultry slaughter equipment-gear,1
APPLICATION,drug delivery systems,1
APPLICATION,latch for tailgate,1
APPLICATION,bmw gen6 ix,1
APPLICATION,connector for game machine,1
APPLICATION,fastner,1
APPLICATION,radiator end tank,1
APPLICATION,sensor housing,1
APPLICATION,automotive fuel pump,1
APPLICATION,"2k injection molding skin (air bag cover, center consoles, instrument panels, doors, pillars)",1
APPLICATION,water pump housing,1
APPLICATION,cap for light emitting diode (led),1
APPLICATION,automotive seat cover,1
APPLICATION,rudder for jet,1
APPLICATION,hips implant,1
APPLICATION,automotive interior,1
APPLICATION,housing in a medical application,1
APPLICATION,cooling tank for trucks,1
APPLICATION,buckle and shoes,1
APPLICATION,silo,1
APPLICATION,oil pan,1
APPLICATION,e-vehicle connector,1
APPLICATION,li-ion battery separator,1
APPLICATION,energy,1
APPLICATION,dowel,1
APPLICATION,pad for instrument panel (ip),1
APPLICATION,part for water pump-impeller,1
APPLICATION,brush holder,1
APPLICATION,speaker grille,1
APPLICATION,water meter gear,1
APPLICATION,coolant hoses,1
APPLICATION,train rail,1
APPLICATION,wire control kit for firearm furniture,1
APPLICATION,visible interior parts,1
APPLICATION,bin mat for console,1
APPLICATION,automotive seating,1
APPLICATION,cable tie,1
APPLICATION,vacuum metalize,1
APPLICATION,diapers,1
APPLICATION,sensor housing for fuel pump rotor,1
APPLICATION,oil and gas pipe,1
APPLICATION,nozzle for paint,1
APPLICATION,dashboard,1
APPLICATION,housing for watermeter,1
APPLICATION,bracket for lawn mower,1
APPLICATION,mascara-stick,1
APPLICATION,bolts,1
APPLICATION,metered dose inhaler (mdi)-dose counter,1
APPLICATION,sound mesh,1
APPLICATION,protective housings for the tailgate,1
APPLICATION,drug elution for medical & pharma,1
APPLICATION,tailgate tube housing,1
APPLICATION,adapter for interior,1
APPLICATION,air channel for mass air flow (maf) sensor,1
APPLICATION,sound system,1
APPLICATION,aquarium,1
APPLICATION,clamp for feeding catheter,1
APPLICATION,energy storage,1
APPLICATION,base plate for seat cushion length adjustment (scla),1
APPLICATION,bumper for hood,1
APPLICATION,pipe insulation layer,1
APPLICATION,hose for technical gardening,1
APPLICATION,housing for lighting sensor,1
APPLICATION,thumb wheel for air conditioner (ac),1
APPLICATION,fender bracket (rh/lh),1
APPLICATION,electrical vehicle cooling hose,1
APPLICATION,packaging,1
APPLICATION,cooling produce,1
APPLICATION,charging panel for electric vehicle (ev),1
APPLICATION,automotive cooling hose,1
APPLICATION,automotive fuel supply system-holder,1
APPLICATION,bicycle tyre,1
APPLICATION,air filters,1
APPLICATION,infill,1
APPLICATION,projector-lock,1
APPLICATION,paint spray nozzle,1
APPLICATION,peristaltic tub,1
APPLICATION,exterior auto,1
APPLICATION,back door plate for automotive & transportation,1
APPLICATION,seat belt guide & pillar loop,1
APPLICATION,jounce bumper,1
APPLICATION,door,1
APPLICATION,cowl vent grill,1
APPLICATION,cable jacketing,1
APPLICATION,valve,1
APPLICATION,hip replacement,1
APPLICATION,battery module for electric powertrain,1
APPLICATION,nozzle for a paint can,1
APPLICATION,window profiles,1
APPLICATION,spindle nut for chair drive,1
APPLICATION,travel restrictor for chassis,1
APPLICATION,protective cap for electric mobility,1
APPLICATION,ev cooling lines,1
APPLICATION,cooling hose,1
APPLICATION,yarn,1
APPLICATION,hose for industrial,1
APPLICATION,microwave,1
APPLICATION,fuel cap,1
APPLICATION,car mats,1
APPLICATION,middle gear for throttle body,1
APPLICATION,auto seating headrest,1
APPLICATION,electrical cars,1
APPLICATION,automotive overmolded busbar,1
APPLICATION,filter for automatic transmission fluid ( atf ),1
APPLICATION,automotive console link-strip retainer,1
APPLICATION,switch for rotary selector,1
APPLICATION,cooling tan for trucks,1
APPLICATION,water pump-impeller,1
APPLICATION,water pump,1
APPLICATION,watertank,1
APPLICATION,gauge for industrial,1
APPLICATION,bus - bar for e-motor,1
APPLICATION,insert for razor handle,1
APPLICATION,gasket for door mirror,1
APPLICATION,orthopedic implant,1
APPLICATION,ev charging gun,1
APPLICATION,water meter housings,1
APPLICATION,oil drilling,1
APPLICATION,diaphragm for filter press,1
APPLICATION,robotic cable,1
APPLICATION,toothbrush tube base for oral care,1
APPLICATION,water pump impellar,1
APPLICATION,stator,1
APPLICATION,dispension monitoring for diabetes pharmaceutical preparation,1
APPLICATION,busbar in automotive,1
APPLICATION,kitchen ovens,1
APPLICATION,"sprayers-throat tubes, nebulization inserts, joints",1
APPLICATION,toothbrushes,1
APPLICATION,40 amp disconnector for electrical & electronics,1
APPLICATION,back for chair,1
APPLICATION,coolant hose,1
APPLICATION,power train,1
APPLICATION,airspring,1
APPLICATION,outer belt line seal (obls) for door,1
APPLICATION,core for air filter,1
APPLICATION,dose button for insulin pen,1
APPLICATION,tire carrier support for automotive & transportation,1
APPLICATION,locknut for railway,1
APPLICATION,water pomp - impeller,1
APPLICATION,turbo gasolene engine/diesel,1
APPLICATION,pumps,1
APPLICATION,holder for thermal management module (tmm),1
APPLICATION,electrical vehicle connector,1
APPLICATION,curcuit breaker,1
APPLICATION,automobile (gasoline)-fuel module,1
APPLICATION,blinker fluid reservoir,1
APPLICATION,fuel*pump*impeller,1
APPLICATION,cooling pipes,1
APPLICATION,carrier plate,1
APPLICATION,120a outdoor connector for electrical & electronics,1
APPLICATION,vacuum cleaner-gear,1
APPLICATION,fiber for textiles,1
APPLICATION,hot dog compressor,1
APPLICATION,purification,1
APPLICATION,food conveyor belts,1
APPLICATION,seat cover box,1
APPLICATION,elastomer connector port for intravenous bag,1
APPLICATION,mirror for door,1
APPLICATION,sheath for subsea flexible riser,1
APPLICATION,automotive camera,1
APPLICATION,seat belt retractor,1
APPLICATION,immersed coolant hose,1
APPLICATION,vehicle mounted charging port,1
APPLICATION,headrests,1
APPLICATION,water swivel,1
APPLICATION,auto coolant,1
APPLICATION,manifold for laser printer,1
APPLICATION,footwear,1
APPLICATION,electric motor,1
APPLICATION,pedestrian protection bracket for bumper,1
APPLICATION,flange for water meter,1
APPLICATION,mirror bracket,1
APPLICATION,insulin injector pen,1
APPLICATION,hose for paint sprayers,1
APPLICATION,seat,1
APPLICATION,cap for distributor,1
APPLICATION,lithium ion battery separator (libs) for plug-in hybrid electric vehicle (phev),1
APPLICATION,pump diaphragm,1
APPLICATION,crossbeam for automotive & transportation,1
APPLICATION,thick film,1
APPLICATION,smartphone mainboard cover,1
APPLICATION,hinge for panel truck,1
APPLICATION,actuator for aerosol valve,1
APPLICATION,immersion battery cell module,1
APPLICATION,headlamp housing,1
APPLICATION,electric cover for automotive & transportation,1
APPLICATION,"""aqua pro"" gear program",1
APPLICATION,refrigerator,1
APPLICATION,exterior weatherable,1
APPLICATION,e-mobility,1
APPLICATION,implanted medical devices,1
APPLICATION,guiding piece for head lamp,1
APPLICATION,interior auto,1
APPLICATION,electronics,1
APPLICATION,impeller,1
APPLICATION,cap for pipeline thread protection,1
APPLICATION,auto passenger bracket,1
APPLICATION,microwave oven component,1
APPLICATION,bushing in residential heating systems,1
APPLICATION,seat head cover box for automobiles,1
APPLICATION,cap for fuel valve,1
APPLICATION,ev,1
APPLICATION,fishing reel,1
APPLICATION,bellow,1
APPLICATION,housing for dishwasher,1
APPLICATION,seal for camera,1
APPLICATION,suspension part,1
APPLICATION,support for saddle storage system,1
APPLICATION,fpc connector,1
APPLICATION,terminal block,1
APPLICATION,electric stove,1
APPLICATION,web sense retractor for seat belt,1
APPLICATION,water pumps,1
APPLICATION,cyclinderhead covers,1
APPLICATION,implantable,1
APPLICATION,handle for flexible endoscopy,1
APPLICATION,toy gears,1
APPLICATION,fastening clip,1
APPLICATION,fuel line,1
APPLICATION,electrolyzer,1
APPLICATION,head lamp house,1
APPLICATION,bearing seal for automotive & transportation,1
APPLICATION,gas generator for seat belt,1
APPLICATION,rail pads,1
APPLICATION,filter for automatic transmission fluid (atf),1
APPLICATION,slipcoat,1
APPLICATION,beer keg pump,1
APPLICATION,clip for electronic button,1
APPLICATION,material handling,1
APPLICATION,automotive seat,1
APPLICATION,automotive-2w fuel delivery module (fdm),1
APPLICATION,wheel speed sensor,1
APPLICATION,filling valve for toilet flushing mechanism,1
APPLICATION,sensor,1
APPLICATION,coolant tube,1
APPLICATION,back cover for meter cluster,1
APPLICATION,ev electric motor,1
APPLICATION,microwave oven part,1
APPLICATION,distance adjustment for head rest,1
APPLICATION,part in a beer keg,1
APPLICATION,water pump impellor,1
APPLICATION,capless fuel supply system,1
APPLICATION,automotive cargo area-hook,1
APPLICATION,car roof,1
APPLICATION,inverter connector,1
APPLICATION,bushing,1
APPLICATION,front end module,1
APPLICATION,controlled release of drugs,1
APPLICATION,pipette filter,1
APPLICATION,"link for heating, ventilation, & air conditioning ( hvac )",1
APPLICATION,cross car beam,1
APPLICATION,hv connectors,1
APPLICATION,metered dose counter,1
APPLICATION,wire coating,1
APPLICATION,sound system speaker,1
APPLICATION,automotive headset cover box,1
APPLICATION,speaker grills,1
APPLICATION,support yoke for rack and pinion (r&p),1
APPLICATION,cap for pull handle,1
APPLICATION,fuel flanges,1
APPLICATION,thermal breakers,1
APPLICATION,automotive fuel supply system-flange,1
APPLICATION,belt bracket for door trim panel,1
APPLICATION,motor,1
APPLICATION,sliding for dishwasher,1
APPLICATION,tube housing,1
APPLICATION,sausage packaging,1
APPLICATION,foot pedal for floor vacuum,1
APPLICATION,sleeve for compressor shaft,1
APPLICATION,bezels,1
APPLICATION,washing machine transmission gear,1
APPLICATION,water pump housings,1
APPLICATION,fuel pump impellers,1
APPLICATION,consumer electronics antenna,1
APPLICATION,camera base for automotive,1
APPLICATION,automotive connector-clip,1
APPLICATION,syringe stopper,1
APPLICATION,motor stator for electric cooling pump,1
APPLICATION,inverter box,1
APPLICATION,bracket for battery pack cable routing,1
APPLICATION,cable insulation,1
APPLICATION,adas windshield bracket,1
APPLICATION,grc foot,1
APPLICATION,composite piping,1
APPLICATION,wheel speed,1
APPLICATION,washer nozzle for camera,1
APPLICATION,hips implant for medical & pharma,1
APPLICATION,pistol frame,1
APPLICATION,"air ducts, hoses & resonators",1
APPLICATION,spool for fiber cable,1
APPLICATION,intakemanifold,1
APPLICATION,cap for gas valve,1
APPLICATION,seal for headlights,1
APPLICATION,refrigerator-spring finger,1
APPLICATION,car cross beams,1
APPLICATION,terminal connectors,1
APPLICATION,bumper,1
APPLICATION,adas front camera heaters,1
APPLICATION,hot water valve,1
APPLICATION,housing for water meter,1
APPLICATION,steam bucket,1
APPLICATION,automotive seat-latch housing,1
APPLICATION,rifle stock,1
APPLICATION,emergency charger cable for electric vehicle (ev),1
APPLICATION,loud speaker grill,1
APPLICATION,auto,1
APPLICATION,overmolding,1
APPLICATION,paint,1
APPLICATION,baking trays,1
APPLICATION,housing for safety belt system,1
APPLICATION,pharma drug delivery,1
APPLICATION,safety restraint,1
APPLICATION,cylinder head cover,1
APPLICATION,guide plate for seat length adjuster,1
APPLICATION,busbars in inverters,1
APPLICATION,instrument panel,1
APPLICATION,sleeve for accelerator pedal,1
APPLICATION,auto camera,1
APPLICATION,vehicle dashboard,1
APPLICATION,bus-bar for e-motor,1
APPLICATION,bracket for smartphone,1
APPLICATION,inlet valve for dishwasher,1
APPLICATION,ccm,1
APPLICATION,air intake manifold,1
APPLICATION,door trim,1
APPLICATION,syringe stopper for medical & pharma,1
APPLICATION,blade for wiper,1
APPLICATION,charging gun,1
APPLICATION,macpherson top mount bearing,1
APPLICATION,autoinjector pen plunger,1
APPLICATION,trip bar,1
APPLICATION,thermal management materials for ev,1
APPLICATION,pump in washing machine,1
APPLICATION,automotive headlight,1
APPLICATION,diaphragm for drive shaft,1
APPLICATION,ski for snowmobile,1
APPLICATION,drug elution,1
APPLICATION,flexible pipe for oil & gas,1
APPLICATION,vehicle trunk,1
APPLICATION,zipper,1
APPLICATION,water meter for fluid (media) handling,1
APPLICATION,bulb for blowing air,1
APPLICATION,coolant pipes,1
APPLICATION,interior trim,1
APPLICATION,carrier plate for seat cushion length adjustment (scla),1
APPLICATION,implant for medical & pharma,1
APPLICATION,rocker cover oil,1
APPLICATION,porous plate for filtration,1
APPLICATION,gear box for washing machine transmission,1
APPLICATION,heads up display,1
APPLICATION,knee replacement,1
APPLICATION,heating systems,1
APPLICATION,ev hose cooling,1
APPLICATION,electric auto connector,1
APPLICATION,toilet seats,1
APPLICATION,cap for fuel module,1
APPLICATION,cryogenic,1
APPLICATION,emotor,1
APPLICATION,cable glands,1
APPLICATION,fastener for air conditioner,1
APPLICATION,wearable pump,1
APPLICATION,beer keg component,1
BRAND,celstran,101
BRAND,hostaform,54
BRAND,vectra,41
BRAND,santoprene,41
BRAND,zytel,38
BRAND,celcon,38
BRAND,hytrel,33
BRAND,frianyl,30
BRAND,forprene,25
BRAND,blueridge,25
BRAND,fortron,25
BRAND,celanyl,24
BRAND,tecnoprene,24
BRAND,pipelon,24
BRAND,pibiter,20
BRAND,coolpoly,20
BRAND,vamac,19
BRAND,gur,19
BRAND,omnipro,19
BRAND,zenite,18
BRAND,geolast,18
BRAND,factor,17
BRAND,elvamide,17
BRAND,omnicarb,17
BRAND,neolast,16
BRAND,celanex,16
BRAND,sofprene,16
BRAND,polifor,16
BRAND,kepital,15
BRAND,rynite,15
BRAND,selar,15
BRAND,pibifor,15
BRAND,crastin,15
BRAND,vandar,14
BRAND,thermx,14
BRAND,ecomid,14
BRAND,celapex,14
BRAND,forflex,14
BRAND,minlon,14
BRAND,omnilon,13
BRAND,maximid,13
BRAND,omnitech,12
BRAND,abistir,12
BRAND,tarnoform,11
BRAND,keploy,10
BRAND,vitaldose,10
BRAND,talcoprene,10
BRAND,amcel,10
BRAND,ateva,10
BRAND,blendfor,10
BRAND,laprene,9
BRAND,sofpur,8
BRAND,kepamid,8
BRAND,kepex,8
BRAND,impet,8
BRAND,compel,7
BRAND,litepol,6
BRAND,stirofor,6
BRAND,sikamid,6
BRAND,nilamid,6
BRAND,nylfor,6
BRAND,cecopoly,6
BRAND,clarifoil,4
BRAND,blue ridge,3
BRAND,pibiflex,1
COMPETITOR_GRADE,ultradur b 4300 g6,5
COMPETITOR_GRADE,valox 4032,4
COMPETITOR_GRADE,delrin 100,4
COMPETITOR_GRADE,akroloy,3
COMPETITOR_GRADE,rilsan ht csr13,3
COMPETITOR_GRADE,kocetal k700,3
COMPETITOR_GRADE,delrin 500,3
COMPETITOR_GRADE,akulon s223-hpg5,2
COMPETITOR_GRADE,grivory g4v-5h black 9915,2
COMPETITOR_GRADE,vypet vnt 840,2
COMPETITOR_GRADE,delrin 100 nc010,2
COMPETITOR_GRADE,onforce lft ny-30lgf/000 hs natural,2
COMPETITOR_GRADE,performance pet n2r,2
COMPETITOR_GRADE,domamid 66g20h1uv1,2
COMPETITOR_GRADE,stat-tech nn-20cf/000 hi2 bk,2
COMPETITOR_GRADE,duranex 3216,2
COMPETITOR_GRADE,tecomid nb40 gr20 nl,2
COMPETITOR_GRADE,altech pa66 a 2030/106 gf30,2
COMPETITOR_GRADE,altech pa66 a 2030/109 gf30,2
COMPETITOR_GRADE,lnp lubricomp compound ux05051,2
COMPETITOR_GRADE,stanyl hgr2 bk00001,2
COMPETITOR_GRADE,durethan bc550z 900116 dusxbl,2
COMPETITOR_GRADE,rtp 1009,2
COMPETITOR_GRADE,genestar n1002a-m41,2
COMPETITOR_GRADE,laperos a230,2
COMPETITOR_GRADE,akulon k224-lg3,2
COMPETITOR_GRADE,toraycon 1184g-a15,2
COMPETITOR_GRADE,ultradur b 4450 g5 hr,2
COMPETITOR_GRADE,lnp lubricomp compound kp002,2
COMPETITOR_GRADE,ultramid a3x2g7,2
COMPETITOR_GRADE,lnp thermocomp compound uf004as,2
COMPETITOR_GRADE,lupox sg5300,2
COMPETITOR_GRADE,ultramid structure a3wg13 lfx bk23215,2
COMPETITOR_GRADE,nw-02,2
COMPETITOR_GRADE,spesin kp213g30sb3,2
COMPETITOR_GRADE,bergamid a700 g50 h natural,2
COMPETITOR_GRADE,tecopet pt70 gr20 nl100 pr,2
COMPETITOR_GRADE,arnitel em400-b,2
COMPETITOR_GRADE,novaduran 5010gn1-15am,2
COMPETITOR_GRADE,bergamid a70g35,2
COMPETITOR_GRADE,duranex 330nf,2
COMPETITOR_GRADE,ryton r-4-242na,2
COMPETITOR_GRADE,stanyl te251f7,2
COMPETITOR_GRADE,domamid fr 6g30v0a,2
COMPETITOR_GRADE,taromid a 280 g7 y0,2
COMPETITOR_GRADE,nylene 7139,2
COMPETITOR_GRADE,ultradur b 6550 l,2
COMPETITOR_GRADE,rtp 3400 g-540,2
COMPETITOR_GRADE,altech pa66 a 2040/100 gf40,2
COMPETITOR_GRADE,slovamid6gf10ts,2
COMPETITOR_GRADE,technyl b 218l v30 black 44 n,2
COMPETITOR_GRADE,schuladur a1 gf 30,2
COMPETITOR_GRADE,lnp thermocomp compound rfz349xc,2
COMPETITOR_GRADE,ultraform n2320 003 at bk 120,2
COMPETITOR_GRADE,amodel hffr-4133,2
COMPETITOR_GRADE,bergamid b70g15,2
COMPETITOR_GRADE,kelon b h cetg/300,2
COMPETITOR_GRADE,pocan b600 000000,2
COMPETITOR_GRADE,na40 gr25 nl,2
COMPETITOR_GRADE,pocan ts3220 901510,2
COMPETITOR_GRADE,bergamid x bg6600-8048 rs hs nc001,2
COMPETITOR_GRADE,ultradur b 6550 ln,2
COMPETITOR_GRADE,arnitel care l140e,2
COMPETITOR_GRADE,kocetal,2
COMPETITOR_GRADE,vydyne r550h nt0687,2
COMPETITOR_GRADE,pbt-5615,2
COMPETITOR_GRADE,vydyne bg6st01,2
COMPETITOR_GRADE,grivory gvn-5h black 9915,2
COMPETITOR_GRADE,novaduran 5010g30,2
COMPETITOR_GRADE,pocan dpc1502 000000,2
COMPETITOR_GRADE,ultramid b3u31g4,2
COMPETITOR_GRADE,delrin 127uv,2
COMPETITOR_GRADE,durethan bkv30 000000,2
COMPETITOR_GRADE,vydyne eco515h nt0867,2
COMPETITOR_GRADE,domamid 66g40hr1,2
COMPETITOR_GRADE,bergamid a700g45h,2
COMPETITOR_GRADE,valox 4031,2
COMPETITOR_GRADE,domamid fr 6m30v0e,2
COMPETITOR_GRADE,ultramid b3wg13 bk00102,2
COMPETITOR_GRADE,novaduran 5010gn6-15,2
COMPETITOR_GRADE,domamid hce 6g50,2
COMPETITOR_GRADE,delrin 500p,2
COMPETITOR_GRADE,novaduran 5010gn2-15,2
COMPETITOR_GRADE,schuladur a gf30,2
COMPETITOR_GRADE,akulon k222-kgv4,2
COMPETITOR_GRADE,stanyl te341,2
COMPETITOR_GRADE,domamid fr 6g25gt96m,2
COMPETITOR_GRADE,ultramid b3l,2
COMPETITOR_GRADE,novaduran 5710n1x,2
COMPETITOR_GRADE,rtp 802 tfe 10,2
COMPETITOR_GRADE,amodel ae-8950,2
COMPETITOR_GRADE,durethan bkv215h2.0 901510,2
COMPETITOR_GRADE,arnite tv4 261 /g un.02.09,2
COMPETITOR_GRADE,iupital fs2022,2
COMPETITOR_GRADE,rilsan bmno tld,2
COMPETITOR_GRADE,stanyl tw272b6,2
COMPETITOR_GRADE,durethan bkv235h2.0xcp 900111,2
COMPETITOR_GRADE,lnp lubricomp compound rfn16s,2
COMPETITOR_GRADE,pbt 5130-104,2
COMPETITOR_GRADE,ultradur b 4300 k4,2
COMPETITOR_GRADE,rtp 1099 x 117578 d,2
COMPETITOR_GRADE,pbt-g15,2
COMPETITOR_GRADE,durethan bkv50h3.0 000000,2
COMPETITOR_GRADE,vydyne stat a 30 fc bk,2
COMPETITOR_GRADE,4mid 9b23100,2
COMPETITOR_GRADE,kelon b fr h cet/30-v0,2
COMPETITOR_GRADE,schulamid 66 gbf 3020,2
COMPETITOR_GRADE,keyflex bt 1030d,2
COMPETITOR_GRADE,latan 3 e71,2
COMPETITOR_GRADE,domamid 6b30 300 bk,2
COMPETITOR_GRADE,bergamid a70 g35 uf so,2
COMPETITOR_GRADE,ultramid a3hg7,2
COMPETITOR_GRADE,vydyne rf007s,2
COMPETITOR_GRADE,amodel a-1145 hs lzt bk 979,2
COMPETITOR_GRADE,ryton xe4050bl,2
COMPETITOR_GRADE,pocan bf4225 000000,2
COMPETITOR_GRADE,durethan bc30s 000000,2
COMPETITOR_GRADE,hiloy 421,2
COMPETITOR_GRADE,grivory gvs-5h natural,2
COMPETITOR_GRADE,vydyne r530 nat,2
COMPETITOR_GRADE,lnp thermocomp compound kx97390,2
COMPETITOR_GRADE,nylene nx3064n,2
COMPETITOR_GRADE,ultraform n2640 z4 lev2 at bk 140,2
COMPETITOR_GRADE,rilsan besno p210 tl,2
COMPETITOR_GRADE,vydyne rfb33,2
COMPETITOR_GRADE,later 4 g/30-v0,2
COMPETITOR_GRADE,ultraform n2320 003 pro at,2
COMPETITOR_GRADE,rilsan clear g170,2
COMPETITOR_GRADE,schuladur a gf 30 sf,2
COMPETITOR_GRADE,kalix 9950 wh 000,2
COMPETITOR_GRADE,econamid plus 66g30h1 500,2
COMPETITOR_GRADE,arnitel eco l550,2
